TENT_ID,Name,Species ID,Species (Binomial),IUCN Category,Type,Not Found in Existing mnWHA Sites
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,5659,Crocodylus acutus,VU,Reptiles,FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,6494,Dermochelys coriacea,VU,Reptiles,FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,7862,Epinephelus striatus,CR,Marine Fish,FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,8005,Eretmochelys imbricata,CR,Reptiles,FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,11130,Lachnolaimus maximus,VU,Marine Fish,FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,11534,Lepidochelys olivacea,VU,Reptiles,FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,18175,Pristis pectinata,CR,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,18596,Pseudorca crassidens,NT,Marine Mammals,FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,19488,Rhincodon typus,EN,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,19950,Scarus guacamaia,NT,Marine Fish,FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,21856,Thunnus alalunga,NT,Marine Fish,FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,21857,Thunnus albacares,NT,Marine Fish,FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,21859,Thunnus obesus,VU,Marine Fish,FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,21860,Thunnus thynnus,EN,Marine Fish,FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,22103,Trichechus manatus,VU,Marine Mammals,FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,39359,Mustelus canis,NT,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,39368,Carcharhinus brevipinna,NT,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,39372,Carcharhinus leucas,NT,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,39380,Negaprion brevirostris,NT,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,39385,Sphyrna lewini,CR,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,39386,Sphyrna mokarran,CR,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,39388,Sphyrna zygaena,VU,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,39415,Aetobatus narinari,NT,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,41755,Physeter macrocephalus,VU,Marine Mammals,FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,44681,Epinephelus morio,VU,Marine Fish,FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,44683,Mycteroperca venenosa,NT,Marine Fish,FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,60199,Mobula tarapacana,EN,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,60217,Carcharhinus perezi,NT,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,64410,Mycteroperca interstitialis,VU,Marine Fish,FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,132724,Mycteroperca bonaci,NT,Marine Fish,FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,161378,Carcharhinus acronotus,NT,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,170322,Kajikia albida,VU,Marine Fish,FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,194303,Albula vulpes,NT,Marine Fish,FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,195409,Epinephelus itajara,VU,Marine Fish,FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,18584848,Pristis pristis,CR,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,46104077,Lupinoblennius vinctus,NT,Marine Fish,FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras",FALSE
89,Santuario de Mamíferos Marinos Bancos de La Plata y Navidad,126710128,Mobula hypostoma,EN,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,39361,Triakis acutipinna,EN,"Sharks, Rays, Chimaeras",TRUE
90,Parque Nacional Machalilla,56341,Ceratophrys stolzmanni,VU,Amphibians,TRUE
90,Parque Nacional Machalilla,183513,Paraclinus fehlmanni,VU,Marine Fish,TRUE
90,Parque Nacional Machalilla,2475,Balaenoptera borealis,EN,Marine Mammals,FALSE
90,Parque Nacional Machalilla,2477,Balaenoptera musculus,EN,Marine Mammals,FALSE
90,Parque Nacional Machalilla,3851,Carcharhinus limbatus,NT,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,3897,Caretta caretta,VU,Reptiles,FALSE
90,Parque Nacional Machalilla,4292,Cetorhinus maximus,EN,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,4615,Chelonia mydas,EN,Reptiles,FALSE
90,Parque Nacional Machalilla,5659,Crocodylus acutus,VU,Reptiles,FALSE
90,Parque Nacional Machalilla,6494,Dermochelys coriacea,VU,Reptiles,FALSE
90,Parque Nacional Machalilla,8005,Eretmochelys imbricata,CR,Reptiles,FALSE
90,Parque Nacional Machalilla,11534,Lepidochelys olivacea,VU,Reptiles,FALSE
90,Parque Nacional Machalilla,18596,Pseudorca crassidens,NT,Marine Mammals,FALSE
90,Parque Nacional Machalilla,19488,Rhincodon typus,EN,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,21857,Thunnus albacares,NT,Marine Fish,FALSE
90,Parque Nacional Machalilla,21859,Thunnus obesus,VU,Marine Fish,FALSE
90,Parque Nacional Machalilla,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,39372,Carcharhinus leucas,NT,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,39380,Negaprion brevirostris,NT,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,39385,Sphyrna lewini,CR,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,39386,Sphyrna mokarran,CR,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,39388,Sphyrna zygaena,VU,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,39415,Aetobatus narinari,NT,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,41668,Zalophus wollebaeki,EN,Marine Mammals,FALSE
90,Parque Nacional Machalilla,41755,Physeter macrocephalus,VU,Marine Mammals,FALSE
90,Parque Nacional Machalilla,44591,Sphyrna corona,NT,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,60125,Myliobatis longirostris,NT,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,60130,Rhinoptera steindachneri,NT,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,60168,Pseudobatos leucorhynchus,NT,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,60198,Mobula munkiana,VU,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,60199,Mobula tarapacana,EN,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,61403,Diplobatis ommata,VU,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,132730,Hyporthodus acanthistius,VU,Marine Fish,FALSE
90,Parque Nacional Machalilla,161597,Alopias pelagicus,EN,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,170309,Kajikia audax,NT,Marine Fish,FALSE
90,Parque Nacional Machalilla,170314,Makaira nigricans,VU,Marine Fish,FALSE
90,Parque Nacional Machalilla,180373,Isostichopus fuscus,EN,Sea Cucumbers,FALSE
90,Parque Nacional Machalilla,198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,18584848,Pristis pristis,CR,"Sharks, Rays, Chimaeras",FALSE
90,Parque Nacional Machalilla,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,135117,Potamon potamios,NT,Freshwater Crabs,TRUE
94,Ras Mohammed,48342221,Entomacrodus solus,EN,Marine Fish,TRUE
94,Ras Mohammed,3851,Carcharhinus limbatus,NT,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,3852,Carcharhinus obscurus,EN,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,3853,Carcharhinus plumbeus,VU,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,3854,Carcharias taurus,VU,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,3897,Caretta caretta,VU,Reptiles,FALSE
94,Ras Mohammed,6909,Dugong dugon,VU,Marine Mammals,FALSE
94,Ras Mohammed,8005,Eretmochelys imbricata,CR,Reptiles,FALSE
94,Ras Mohammed,11534,Lepidochelys olivacea,VU,Reptiles,FALSE
94,Ras Mohammed,18596,Pseudorca crassidens,NT,Marine Mammals,FALSE
94,Ras Mohammed,19488,Rhincodon typus,EN,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,39368,Carcharhinus brevipinna,NT,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,39375,Carcharhinus melanopterus,NT,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,39384,Triaenodon obesus,NT,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,39385,Sphyrna lewini,CR,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,39386,Sphyrna mokarran,CR,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,39393,Pristis zijsron,CR,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,39394,Rhynchobatus djiddensis,CR,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,39412,Taeniura lymma,NT,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,39413,Urogymnus asperrimus,VU,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,39415,Aetobatus narinari,NT,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,40797,Carcharhinus amblyrhynchoides,NT,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,41714,Tursiops aduncus,NT,Marine Mammals,FALSE
94,Ras Mohammed,41816,Hemigaleus microstoma,VU,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,41832,Mobula eregoodootenkee,NT,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,41835,Nebrius ferrugineus,VU,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,41836,Negaprion acutidens,VU,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,41848,Rhina ancylostoma,CR,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,41853,Rhynchobatus australiae,CR,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,41874,Hemipristis elongata,VU,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,41878,Stegostoma tigrinum,EN,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,44673,Epinephelus fuscoguttatus,VU,Marine Fish,FALSE
94,Ras Mohammed,60117,Gymnura poecilura,NT,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,60119,Aetobatus flagellum,EN,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,60121,Aetomylaeus vespertilio,EN,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,60162,Taeniurops meyeni,VU,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,60199,Mobula tarapacana,EN,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,61339,Epinephelus polyphekadion,VU,Marine Fish,FALSE
94,Ras Mohammed,63571,Bolbometopon muricatum,VU,Marine Fish,FALSE
94,Ras Mohammed,64411,Plectropomus areolatus,VU,Marine Fish,FALSE
94,Ras Mohammed,161376,Carcharhinus sorrah,NT,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,161408,Glaucostegus halavi,CR,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,161431,Urogymnus granulatus,VU,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,161447,Rhinobatos punctifer,NT,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,161480,Mustelus mosis,NT,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,161526,Carcharhinus albimarginatus,VU,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,161597,Alopias pelagicus,EN,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,161615,Pateobatis fai,VU,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,161692,Himantura uarnak,VU,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,165712,Chaetodon trifascialis,NT,Marine Fish,FALSE
94,Ras Mohammed,170316,Scomberomorus commerson,NT,Marine Fish,FALSE
94,Ras Mohammed,180257,Holothuria scabra,EN,Sea Cucumbers,FALSE
94,Ras Mohammed,180265,Actinopyga miliaris,VU,Sea Cucumbers,FALSE
94,Ras Mohammed,180326,Holothuria nobilis,EN,Sea Cucumbers,FALSE
94,Ras Mohammed,180337,Actinopyga mauritiana,VU,Sea Cucumbers,FALSE
94,Ras Mohammed,180481,Thelenota ananas,EN,Sea Cucumbers,FALSE
94,Ras Mohammed,180518,Actinopyga echinites,VU,Sea Cucumbers,FALSE
94,Ras Mohammed,194299,Albula glossodonta,VU,Marine Fish,FALSE
94,Ras Mohammed,195459,Mobula alfredi,VU,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,200715,Holothuria fuscogilva,VU,Sea Cucumbers,FALSE
94,Ras Mohammed,42566169,Aetobatus ocellatus,VU,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,70682503,Pastinachus sephen,NT,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,82031633,Sousa plumbea,EN,Marine Mammals,FALSE
94,Ras Mohammed,104176764,Brevitrygon walga,NT,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,107605014,Maculabatis ambigua,NT,"Sharks, Rays, Chimaeras",FALSE
94,Ras Mohammed,118360372,Plectropomus marisrubri,VU,Marine Fish,FALSE
101,Bouches de Bonifacio,2430,Austropotamobius pallipes,EN,Freshwater Crayfish,FALSE
101,Bouches de Bonifacio,2478,Balaenoptera physalus,VU,Marine Mammals,FALSE
101,Bouches de Bonifacio,3851,Carcharhinus limbatus,NT,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,3853,Carcharhinus plumbeus,VU,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,3854,Carcharias taurus,VU,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,3897,Caretta caretta,VU,Reptiles,FALSE
101,Bouches de Bonifacio,4292,Cetorhinus maximus,EN,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,4615,Chelonia mydas,EN,Reptiles,FALSE
101,Bouches de Bonifacio,6229,Dalatias licha,VU,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,6494,Dermochelys coriacea,VU,Reptiles,FALSE
101,Bouches de Bonifacio,7859,Epinephelus marginatus,VU,Marine Fish,FALSE
101,Bouches de Bonifacio,8005,Eretmochelys imbricata,CR,Reptiles,FALSE
101,Bouches de Bonifacio,10030,Hexanchus griseus,NT,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,11200,Lamna nasus,VU,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,18596,Pseudorca crassidens,NT,Marine Mammals,FALSE
101,Bouches de Bonifacio,21860,Thunnus thynnus,EN,Marine Fish,FALSE
101,Bouches de Bonifacio,39332,Squatina squatina,CR,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,39350,Leptocharias smithii,NT,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,39352,Galeorhinus galeus,VU,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,39358,Mustelus mustelus,VU,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,39386,Sphyrna mokarran,CR,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,39388,Sphyrna zygaena,VU,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,39397,Dipturus batis,CR,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,39399,Raja clavata,NT,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,41741,Carcharhinus brachyurus,NT,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,41747,Centroscymnus coelolepis,NT,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,41755,Physeter macrocephalus,VU,Marine Mammals,FALSE
101,Bouches de Bonifacio,41823,Heptranchias perlo,NT,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,41876,Odontaspis ferox,VU,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,61408,Rostroraja alba,EN,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,61418,Squatina oculata,CR,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,63100,Dipturus oxyrinchus,NT,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,63114,Chimaera monstrosa,NT,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,63120,Raja asterias,NT,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,63141,Oxynotus centrina,VU,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,63153,Gymnura altavela,VU,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,161339,Raja radula,EN,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,161425,Raja undulata,EN,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,161463,Rhinoptera marginata,NT,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,161464,Leucoraja circularis,EN,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,161484,Scyliorhinus stellaris,NT,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,161691,Raja brachyura,NT,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,170244,Pagellus bogaraveo,NT,Marine Fish,FALSE
101,Bouches de Bonifacio,170245,Dentex dentex,VU,Marine Fish,FALSE
101,Bouches de Bonifacio,187654,Labrus viridis,VU,Marine Fish,FALSE
101,Bouches de Bonifacio,91209505,Squalus acanthias,VU,"Sharks, Rays, Chimaeras",FALSE
101,Bouches de Bonifacio,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,2150,Arvicola sapidus,VU,Terrestrial Mammals,TRUE
102,La Camargue,58052,Pelobates cultripes,NT,Amphibians,TRUE
102,La Camargue,2430,Austropotamobius pallipes,EN,Freshwater Crayfish,FALSE
102,La Camargue,2478,Balaenoptera physalus,VU,Marine Mammals,FALSE
102,La Camargue,3851,Carcharhinus limbatus,NT,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,3853,Carcharhinus plumbeus,VU,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,3854,Carcharias taurus,VU,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,3897,Caretta caretta,VU,Reptiles,FALSE
102,La Camargue,4292,Cetorhinus maximus,EN,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,4615,Chelonia mydas,EN,Reptiles,FALSE
102,La Camargue,6229,Dalatias licha,VU,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,6494,Dermochelys coriacea,VU,Reptiles,FALSE
102,La Camargue,7859,Epinephelus marginatus,VU,Marine Fish,FALSE
102,La Camargue,8005,Eretmochelys imbricata,CR,Reptiles,FALSE
102,La Camargue,10030,Hexanchus griseus,NT,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,11200,Lamna nasus,VU,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,12419,Lutra lutra,NT,Terrestrial Mammals,FALSE
102,La Camargue,18596,Pseudorca crassidens,NT,Marine Mammals,FALSE
102,La Camargue,21860,Thunnus thynnus,EN,Marine Fish,FALSE
102,La Camargue,39332,Squatina squatina,CR,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,39350,Leptocharias smithii,NT,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,39352,Galeorhinus galeus,VU,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,39358,Mustelus mustelus,VU,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,39386,Sphyrna mokarran,CR,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,39388,Sphyrna zygaena,VU,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,39397,Dipturus batis,CR,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,39399,Raja clavata,NT,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,41741,Carcharhinus brachyurus,NT,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,41747,Centroscymnus coelolepis,NT,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,41755,Physeter macrocephalus,VU,Marine Mammals,FALSE
102,La Camargue,41823,Heptranchias perlo,NT,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,41876,Odontaspis ferox,VU,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,61408,Rostroraja alba,EN,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,61418,Squatina oculata,CR,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,63114,Chimaera monstrosa,NT,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,63120,Raja asterias,NT,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,63131,Rhinobatos rhinobatos,EN,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,63141,Oxynotus centrina,VU,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,63153,Gymnura altavela,VU,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,161339,Raja radula,EN,"Sharks, Rays, Chimaeras",FALSE
102,La Camargue,161425,Raja undulata,EN,"Sharks, Rays, Chimaeras",FALSE
