ZONE,Name,Species ID,Species (Binomial),IUCN Category,Type
35,iSimangaliso Wetland Park,39368,Carcharhinus brevipinna,NT,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,39372,Carcharhinus leucas,NT,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,39375,Carcharhinus melanopterus,NT,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,39384,Triaenodon obesus,NT,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,39385,Sphyrna lewini,CR,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,39386,Sphyrna mokarran,CR,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,39388,Sphyrna zygaena,VU,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,39393,Pristis zijsron,CR,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,39394,Rhynchobatus djiddensis,CR,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,39399,Raja clavata,NT,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,39412,Taeniura lymma,NT,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,39413,Urogymnus asperrimus,VU,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,39415,Aetobatus narinari,NT,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,41714,Tursiops aduncus,NT,Marine Mammals
35,iSimangaliso Wetland Park,41738,Carcharhinus sealei,NT,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,41741,Carcharhinus brachyurus,NT,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,41755,Physeter macrocephalus,VU,Marine Mammals
35,iSimangaliso Wetland Park,41823,Heptranchias perlo,NT,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,41832,Mobula eregoodootenkee,NT,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,41835,Nebrius ferrugineus,VU,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,41836,Negaprion acutidens,VU,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,41848,Rhina ancylostoma,CR,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,41874,Hemipristis elongata,VU,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,41876,Odontaspis ferox,VU,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,41878,Stegostoma tigrinum,EN,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,44496,Pliotrema warreni,NT,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,44677,Epinephelus albomarginatus,VU,Marine Fish
35,iSimangaliso Wetland Park,44678,Epinephelus andersoni,NT,Marine Fish
35,iSimangaliso Wetland Park,44996,Squatina africana,NT,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,55280,Hemisus guttatus,NT,Amphibians
35,iSimangaliso Wetland Park,60129,Rhinoptera javanica,VU,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,60162,Taeniurops meyeni,VU,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,60199,Mobula tarapacana,EN,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,61408,Rostroraja alba,EN,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,64385,Potamonautes lividus,VU,Freshwater Crabs
35,iSimangaliso Wetland Park,161376,Carcharhinus sorrah,NT,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,161442,Centrophorus lusitanicus,VU,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,161480,Mustelus mosis,NT,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,161526,Carcharhinus albimarginatus,VU,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,161555,Acroteriobatus leucospilus,EN,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,161597,Alopias pelagicus,EN,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,161635,Deania quadrispinosa,NT,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,161652,Holohalaelurus favus,EN,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,161667,Haploblepharus kistnasamyi,VU,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,161675,Holohalaelurus punctatus,EN,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,161692,Himantura uarnak,VU,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,161744,Pateobatis jenkinsii,VU,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,165712,Chaetodon trifascialis,NT,Marine Fish
35,iSimangaliso Wetland Park,170173,Acanthopagrus vagus,VU,Marine Fish
35,iSimangaliso Wetland Park,170184,Polysteganus praeorbitalis,VU,Marine Fish
35,iSimangaliso Wetland Park,170194,Chrysoblephus anglicus,NT,Marine Fish
35,iSimangaliso Wetland Park,170204,Cymatoceps nasutus,VU,Marine Fish
35,iSimangaliso Wetland Park,170206,Polysteganus undulosus,CR,Marine Fish
35,iSimangaliso Wetland Park,170247,Petrus rupestris,EN,Marine Fish
35,iSimangaliso Wetland Park,170309,Kajikia audax,NT,Marine Fish
35,iSimangaliso Wetland Park,170316,Scomberomorus commerson,NT,Marine Fish
35,iSimangaliso Wetland Park,180238,Stichopus herrmanni,VU,Sea Cucumbers
35,iSimangaliso Wetland Park,180326,Holothuria nobilis,EN,Sea Cucumbers
35,iSimangaliso Wetland Park,180481,Thelenota ananas,EN,Sea Cucumbers
35,iSimangaliso Wetland Park,195459,Mobula alfredi,VU,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,18584848,Pristis pristis,CR,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,42566169,Aetobatus ocellatus,VU,"Sharks, Rays, Chimaeras"
35,iSimangaliso Wetland Park,82031633,Sousa plumbea,EN,Marine Mammals
35,iSimangaliso Wetland Park,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras"
36,Revillagigedo Archipelago,2475,Balaenoptera borealis,EN,Marine Mammals
36,Revillagigedo Archipelago,2477,Balaenoptera musculus,EN,Marine Mammals
36,Revillagigedo Archipelago,3851,Carcharhinus limbatus,NT,"Sharks, Rays, Chimaeras"
36,Revillagigedo Archipelago,3852,Carcharhinus obscurus,EN,"Sharks, Rays, Chimaeras"
36,Revillagigedo Archipelago,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras"
36,Revillagigedo Archipelago,3897,Caretta caretta,VU,Reptiles
36,Revillagigedo Archipelago,4292,Cetorhinus maximus,EN,"Sharks, Rays, Chimaeras"
36,Revillagigedo Archipelago,4615,Chelonia mydas,EN,Reptiles
36,Revillagigedo Archipelago,6494,Dermochelys coriacea,VU,Reptiles
36,Revillagigedo Archipelago,8005,Eretmochelys imbricata,CR,Reptiles
36,Revillagigedo Archipelago,11534,Lepidochelys olivacea,VU,Reptiles
36,Revillagigedo Archipelago,14049,Mycteroperca jordani,EN,Marine Fish
36,Revillagigedo Archipelago,18596,Pseudorca crassidens,NT,Marine Mammals
36,Revillagigedo Archipelago,19488,Rhincodon typus,EN,"Sharks, Rays, Chimaeras"
36,Revillagigedo Archipelago,21857,Thunnus albacares,NT,Marine Fish
36,Revillagigedo Archipelago,21859,Thunnus obesus,VU,Marine Fish
36,Revillagigedo Archipelago,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras"
36,Revillagigedo Archipelago,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras"
36,Revillagigedo Archipelago,39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras"
36,Revillagigedo Archipelago,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras"
36,Revillagigedo Archipelago,39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras"
36,Revillagigedo Archipelago,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras"
36,Revillagigedo Archipelago,41755,Physeter macrocephalus,VU,Marine Mammals
36,Revillagigedo Archipelago,60198,Mobula munkiana,VU,"Sharks, Rays, Chimaeras"
36,Revillagigedo Archipelago,60199,Mobula tarapacana,EN,"Sharks, Rays, Chimaeras"
36,Revillagigedo Archipelago,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras"
36,Revillagigedo Archipelago,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras"
36,Revillagigedo Archipelago,154763,Axoclinus multicinctus,VU,Marine Fish
36,Revillagigedo Archipelago,161526,Carcharhinus albimarginatus,VU,"Sharks, Rays, Chimaeras"
36,Revillagigedo Archipelago,161597,Alopias pelagicus,EN,"Sharks, Rays, Chimaeras"
36,Revillagigedo Archipelago,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras"
36,Revillagigedo Archipelago,165861,Holacanthus clarionensis,VU,Marine Fish
36,Revillagigedo Archipelago,170309,Kajikia audax,NT,Marine Fish
36,Revillagigedo Archipelago,170314,Makaira nigricans,VU,Marine Fish
36,Revillagigedo Archipelago,170341,Thunnus orientalis,VU,Marine Fish
36,Revillagigedo Archipelago,180373,Isostichopus fuscus,EN,Sea Cucumbers
36,Revillagigedo Archipelago,183373,Hypsoblennius proteus,VU,Marine Fish
36,Revillagigedo Archipelago,183473,Thalassoma virens,VU,Marine Fish
36,Revillagigedo Archipelago,183525,Acanthemblemaria mangognatha,VU,Marine Fish
36,Revillagigedo Archipelago,183567,Stegastes redemptus,VU,Marine Fish
36,Revillagigedo Archipelago,183625,Halichoeres insularis,VU,Marine Fish
36,Revillagigedo Archipelago,183771,Halichoeres adustus,VU,Marine Fish
36,Revillagigedo Archipelago,183774,Azurina hirundo,NT,Marine Fish
36,Revillagigedo Archipelago,183963,Stegastes leucorus,VU,Marine Fish
36,Revillagigedo Archipelago,184001,Labrisomus socorroensis,VU,Marine Fish
36,Revillagigedo Archipelago,198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras"
36,Revillagigedo Archipelago,48342178,Dactyloscopus insulatus,VU,Marine Fish
36,Revillagigedo Archipelago,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,2475,Balaenoptera borealis,EN,Marine Mammals
37,Desembarco del Granma National Park,2477,Balaenoptera musculus,EN,Marine Mammals
37,Desembarco del Granma National Park,3851,Carcharhinus limbatus,NT,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,3853,Carcharhinus plumbeus,VU,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,3897,Caretta caretta,VU,Reptiles
37,Desembarco del Granma National Park,4292,Cetorhinus maximus,EN,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,4615,Chelonia mydas,EN,Reptiles
37,Desembarco del Granma National Park,5659,Crocodylus acutus,VU,Reptiles
37,Desembarco del Granma National Park,5670,Crocodylus rhombifer,CR,Reptiles
37,Desembarco del Granma National Park,6494,Dermochelys coriacea,VU,Reptiles
37,Desembarco del Granma National Park,7860,Hyporthodus nigritus,NT,Marine Fish
37,Desembarco del Granma National Park,7862,Epinephelus striatus,CR,Marine Fish
37,Desembarco del Granma National Park,8005,Eretmochelys imbricata,CR,Reptiles
37,Desembarco del Granma National Park,11130,Lachnolaimus maximus,VU,Marine Fish
37,Desembarco del Granma National Park,11534,Lepidochelys olivacea,VU,Reptiles
37,Desembarco del Granma National Park,18175,Pristis pectinata,CR,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,18596,Pseudorca crassidens,NT,Marine Mammals
37,Desembarco del Granma National Park,19488,Rhincodon typus,EN,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,19950,Scarus guacamaia,NT,Marine Fish
37,Desembarco del Granma National Park,22103,Trichechus manatus,VU,Marine Mammals
37,Desembarco del Granma National Park,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,39359,Mustelus canis,NT,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,39368,Carcharhinus brevipinna,NT,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,39380,Negaprion brevirostris,NT,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,39385,Sphyrna lewini,CR,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,39386,Sphyrna mokarran,CR,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,39415,Aetobatus narinari,NT,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,41755,Physeter macrocephalus,VU,Marine Mammals
37,Desembarco del Granma National Park,44681,Epinephelus morio,VU,Marine Fish
37,Desembarco del Granma National Park,44683,Mycteroperca venenosa,NT,Marine Fish
37,Desembarco del Granma National Park,60199,Mobula tarapacana,EN,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,60217,Carcharhinus perezi,NT,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,64410,Mycteroperca interstitialis,VU,Marine Fish
37,Desembarco del Granma National Park,132724,Mycteroperca bonaci,NT,Marine Fish
37,Desembarco del Granma National Park,161378,Carcharhinus acronotus,NT,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,161526,Carcharhinus albimarginatus,VU,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,170322,Kajikia albida,VU,Marine Fish
37,Desembarco del Granma National Park,194303,Albula vulpes,NT,Marine Fish
37,Desembarco del Granma National Park,195409,Epinephelus itajara,VU,Marine Fish
37,Desembarco del Granma National Park,198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,18584848,Pristis pristis,CR,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,46104077,Lupinoblennius vinctus,NT,Marine Fish
37,Desembarco del Granma National Park,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras"
37,Desembarco del Granma National Park,126710128,Mobula hypostoma,EN,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,2475,Balaenoptera borealis,EN,Marine Mammals
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,2477,Balaenoptera musculus,EN,Marine Mammals
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,2478,Balaenoptera physalus,VU,Marine Mammals
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,2480,Balaenoptera bonaerensis,NT,Marine Mammals
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,3851,Carcharhinus limbatus,NT,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,3852,Carcharhinus obscurus,EN,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,3853,Carcharhinus plumbeus,VU,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,3897,Caretta caretta,VU,Reptiles
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,4615,Chelonia mydas,EN,Reptiles
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,6494,Dermochelys coriacea,VU,Reptiles
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,6909,Dugong dugon,VU,Marine Mammals
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,8005,Eretmochelys imbricata,CR,Reptiles
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,18596,Pseudorca crassidens,NT,Marine Mammals
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,19488,Rhincodon typus,EN,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,21856,Thunnus alalunga,NT,Marine Fish
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,21857,Thunnus albacares,NT,Marine Fish
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,21859,Thunnus obesus,VU,Marine Fish
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,39365,Carcharhinus amblyrhynchos,NT,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,39368,Carcharhinus brevipinna,NT,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,39372,Carcharhinus leucas,NT,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,39375,Carcharhinus melanopterus,NT,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,39384,Triaenodon obesus,NT,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,39385,Sphyrna lewini,CR,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,39386,Sphyrna mokarran,CR,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,39388,Sphyrna zygaena,VU,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,39415,Aetobatus narinari,NT,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,41755,Physeter macrocephalus,VU,Marine Mammals
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,41835,Nebrius ferrugineus,VU,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,41836,Negaprion acutidens,VU,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,41878,Stegostoma tigrinum,EN,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,44673,Epinephelus fuscoguttatus,VU,Marine Fish
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,60120,Aetomylaeus maculatus,EN,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,60121,Aetomylaeus vespertilio,EN,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,60162,Taeniurops meyeni,VU,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,60199,Mobula tarapacana,EN,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,61339,Epinephelus polyphekadion,VU,Marine Fish
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,63571,Bolbometopon muricatum,VU,Marine Fish
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,64411,Plectropomus areolatus,VU,Marine Fish
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,161597,Alopias pelagicus,EN,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,165712,Chaetodon trifascialis,NT,Marine Fish
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,170309,Kajikia audax,NT,Marine Fish
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,170314,Makaira nigricans,VU,Marine Fish
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,170316,Scomberomorus commerson,NT,Marine Fish
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,176736,Laticauda frontalis,NT,Reptiles
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,180220,Bohadschia maculisparsa,VU,Sea Cucumbers
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,180238,Stichopus herrmanni,VU,Sea Cucumbers
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,180257,Holothuria scabra,EN,Sea Cucumbers
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,180265,Actinopyga miliaris,VU,Sea Cucumbers
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,180275,Holothuria lessoni,EN,Sea Cucumbers
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,180337,Actinopyga mauritiana,VU,Sea Cucumbers
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,180440,Holothuria whitmaei,EN,Sea Cucumbers
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,180481,Thelenota ananas,EN,Sea Cucumbers
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,180518,Actinopyga echinites,VU,Sea Cucumbers
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,195459,Mobula alfredi,VU,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,200715,Holothuria fuscogilva,VU,Sea Cucumbers
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,42566169,Aetobatus ocellatus,VU,"Sharks, Rays, Chimaeras"
38,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,520,Adelotus brevis,NT,Amphibians
39,Great Barrier Reef,2475,Balaenoptera borealis,EN,Marine Mammals
39,Great Barrier Reef,2477,Balaenoptera musculus,EN,Marine Mammals
39,Great Barrier Reef,2478,Balaenoptera physalus,VU,Marine Mammals
39,Great Barrier Reef,2480,Balaenoptera bonaerensis,NT,Marine Mammals
39,Great Barrier Reef,3851,Carcharhinus limbatus,NT,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,3852,Carcharhinus obscurus,EN,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,3853,Carcharhinus plumbeus,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,3854,Carcharias taurus,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,3897,Caretta caretta,VU,Reptiles
39,Great Barrier Reef,4292,Cetorhinus maximus,EN,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,4615,Chelonia mydas,EN,Reptiles
39,Great Barrier Reef,6229,Dalatias licha,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,6494,Dermochelys coriacea,VU,Reptiles
39,Great Barrier Reef,6909,Dugong dugon,VU,Marine Mammals
39,Great Barrier Reef,8005,Eretmochelys imbricata,CR,Reptiles
39,Great Barrier Reef,10030,Hexanchus griseus,NT,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,11200,Lamna nasus,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,11534,Lepidochelys olivacea,VU,Reptiles
39,Great Barrier Reef,12148,Litoria nannotis,EN,Amphibians
39,Great Barrier Reef,12149,Litoria nyakalensis,CR,Amphibians
39,Great Barrier Reef,12153,Litoria rheocola,EN,Amphibians
39,Great Barrier Reef,12156,Litoria lorica,CR,Amphibians
39,Great Barrier Reef,14969,Litoria dayi,EN,Amphibians
39,Great Barrier Reef,18581,Pseudophryne bibronii,NT,Amphibians
39,Great Barrier Reef,18596,Pseudorca crassidens,NT,Marine Mammals
39,Great Barrier Reef,19488,Rhincodon typus,EN,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,21529,Taudactylus acutirostris,CR,Amphibians
39,Great Barrier Reef,21534,Taudactylus rheophilus,CR,Amphibians
39,Great Barrier Reef,21856,Thunnus alalunga,NT,Marine Fish
39,Great Barrier Reef,21857,Thunnus albacares,NT,Marine Fish
39,Great Barrier Reef,21859,Thunnus obesus,VU,Marine Fish
39,Great Barrier Reef,23141,Xeromys myoides,VU,Terrestrial Mammals
39,Great Barrier Reef,39335,Brachaelurus colcloughi,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,39352,Galeorhinus galeus,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,39365,Carcharhinus amblyrhynchos,NT,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,39368,Carcharhinus brevipinna,NT,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,39369,Carcharhinus hemiodon,CR,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras"
39,Great Barrier Reef,39372,Carcharhinus leucas,NT,"Sharks, Rays, Chimaeras"
