ZONE,Name,Species ID,Species (Binomial),IUCN Category,Type
6,Cocos Island National Park,19488,Rhincodon typus,EN,"Sharks, Rays, Chimaeras"
6,Cocos Island National Park,21857,Thunnus albacares,NT,Marine Fish
6,Cocos Island National Park,21859,Thunnus obesus,VU,Marine Fish
6,Cocos Island National Park,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras"
6,Cocos Island National Park,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras"
6,Cocos Island National Park,39370,Carcharhinus falciformis,VU,"Sharks, Rays, Chimaeras"
6,Cocos Island National Park,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras"
6,Cocos Island National Park,39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras"
6,Cocos Island National Park,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras"
6,Cocos Island National Park,39384,Triaenodon obesus,NT,"Sharks, Rays, Chimaeras"
6,Cocos Island National Park,41755,Physeter macrocephalus,VU,Marine Mammals
6,Cocos Island National Park,41876,Odontaspis ferox,VU,"Sharks, Rays, Chimaeras"
6,Cocos Island National Park,60198,Mobula munkiana,VU,"Sharks, Rays, Chimaeras"
6,Cocos Island National Park,60199,Mobula tarapacana,EN,"Sharks, Rays, Chimaeras"
6,Cocos Island National Park,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras"
6,Cocos Island National Park,60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras"
6,Cocos Island National Park,161526,Carcharhinus albimarginatus,VU,"Sharks, Rays, Chimaeras"
6,Cocos Island National Park,161597,Alopias pelagicus,EN,"Sharks, Rays, Chimaeras"
6,Cocos Island National Park,161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras"
6,Cocos Island National Park,165658,Prognathodes carlhubbsi,NT,Marine Fish
6,Cocos Island National Park,170309,Kajikia audax,NT,Marine Fish
6,Cocos Island National Park,170314,Makaira nigricans,VU,Marine Fish
6,Cocos Island National Park,180373,Isostichopus fuscus,EN,Sea Cucumbers
6,Cocos Island National Park,183305,Xyrichtys victori,VU,Marine Fish
6,Cocos Island National Park,183393,Gillellus chathamensis,VU,Marine Fish
6,Cocos Island National Park,183433,Halichoeres salmofasciatus,VU,Marine Fish
6,Cocos Island National Park,183462,Stegastes beebei,VU,Marine Fish
6,Cocos Island National Park,183482,Dactyloscopus lacteus,VU,Marine Fish
6,Cocos Island National Park,183572,Dialommus fuscus,VU,Marine Fish
6,Cocos Island National Park,183582,Halichoeres discolor,VU,Marine Fish
6,Cocos Island National Park,183583,Acanthemblemaria atrata,VU,Marine Fish
6,Cocos Island National Park,183771,Halichoeres adustus,VU,Marine Fish
6,Cocos Island National Park,183855,Axoclinus cocoensis,VU,Marine Fish
6,Cocos Island National Park,197889,Archaetya chacei,VU,Freshwater Shrimp
6,Cocos Island National Park,198921,Mobula birostris,VU,"Sharks, Rays, Chimaeras"
6,Cocos Island National Park,18584848,Pristis pristis,CR,"Sharks, Rays, Chimaeras"
6,Cocos Island National Park,110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",2478,Balaenoptera physalus,VU,Marine Mammals
7,"Ibiza, Biodiversity and Culture",3851,Carcharhinus limbatus,NT,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",3853,Carcharhinus plumbeus,VU,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",3854,Carcharias taurus,VU,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",3897,Caretta caretta,VU,Reptiles
7,"Ibiza, Biodiversity and Culture",4292,Cetorhinus maximus,EN,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",4615,Chelonia mydas,EN,Reptiles
7,"Ibiza, Biodiversity and Culture",6229,Dalatias licha,VU,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",6494,Dermochelys coriacea,VU,Reptiles
7,"Ibiza, Biodiversity and Culture",7859,Epinephelus marginatus,VU,Marine Fish
7,"Ibiza, Biodiversity and Culture",8005,Eretmochelys imbricata,CR,Reptiles
7,"Ibiza, Biodiversity and Culture",10030,Hexanchus griseus,NT,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",11200,Lamna nasus,VU,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",18596,Pseudorca crassidens,NT,Marine Mammals
7,"Ibiza, Biodiversity and Culture",21856,Thunnus alalunga,NT,Marine Fish
7,"Ibiza, Biodiversity and Culture",21860,Thunnus thynnus,EN,Marine Fish
7,"Ibiza, Biodiversity and Culture",39332,Squatina squatina,CR,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",39350,Leptocharias smithii,NT,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",39352,Galeorhinus galeus,VU,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",39358,Mustelus mustelus,VU,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",39368,Carcharhinus brevipinna,NT,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",39386,Sphyrna mokarran,CR,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",39388,Sphyrna zygaena,VU,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",39397,Dipturus batis,CR,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",39399,Raja clavata,NT,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",41741,Carcharhinus brachyurus,NT,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",41747,Centroscymnus coelolepis,NT,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",41755,Physeter macrocephalus,VU,Marine Mammals
7,"Ibiza, Biodiversity and Culture",41823,Heptranchias perlo,NT,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",41876,Odontaspis ferox,VU,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",63114,Chimaera monstrosa,NT,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",63120,Raja asterias,NT,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",63141,Oxynotus centrina,VU,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",63153,Gymnura altavela,VU,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",161339,Raja radula,EN,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",161484,Scyliorhinus stellaris,NT,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",161691,Raja brachyura,NT,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",170244,Pagellus bogaraveo,NT,Marine Fish
7,"Ibiza, Biodiversity and Culture",170245,Dentex dentex,VU,Marine Fish
7,"Ibiza, Biodiversity and Culture",170322,Kajikia albida,VU,Marine Fish
7,"Ibiza, Biodiversity and Culture",187654,Labrus viridis,VU,Marine Fish
7,"Ibiza, Biodiversity and Culture",91209505,Squalus acanthias,VU,"Sharks, Rays, Chimaeras"
7,"Ibiza, Biodiversity and Culture",110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras"
8,High Coast / Kvarken Archipelago,2191,Astacus astacus,VU,Freshwater Crayfish
8,High Coast / Kvarken Archipelago,12419,Lutra lutra,NT,Terrestrial Mammals
8,High Coast / Kvarken Archipelago,21860,Thunnus thynnus,EN,Marine Fish
8,High Coast / Kvarken Archipelago,91209505,Squalus acanthias,VU,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",2430,Austropotamobius pallipes,EN,Freshwater Crayfish
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",2478,Balaenoptera physalus,VU,Marine Mammals
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",3851,Carcharhinus limbatus,NT,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",3853,Carcharhinus plumbeus,VU,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",3854,Carcharias taurus,VU,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",3897,Caretta caretta,VU,Reptiles
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",4292,Cetorhinus maximus,EN,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",4615,Chelonia mydas,EN,Reptiles
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",6229,Dalatias licha,VU,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",6494,Dermochelys coriacea,VU,Reptiles
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",7859,Epinephelus marginatus,VU,Marine Fish
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",8005,Eretmochelys imbricata,CR,Reptiles
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",10030,Hexanchus griseus,NT,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",11200,Lamna nasus,VU,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",18596,Pseudorca crassidens,NT,Marine Mammals
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",21860,Thunnus thynnus,EN,Marine Fish
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",39332,Squatina squatina,CR,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",39350,Leptocharias smithii,NT,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",39352,Galeorhinus galeus,VU,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",39358,Mustelus mustelus,VU,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",39386,Sphyrna mokarran,CR,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",39388,Sphyrna zygaena,VU,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",39397,Dipturus batis,CR,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",39399,Raja clavata,NT,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",41741,Carcharhinus brachyurus,NT,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",41747,Centroscymnus coelolepis,NT,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",41755,Physeter macrocephalus,VU,Marine Mammals
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",41823,Heptranchias perlo,NT,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",41876,Odontaspis ferox,VU,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",60225,Isurus paucus,EN,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",61408,Rostroraja alba,EN,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",61418,Squatina oculata,CR,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",63100,Dipturus oxyrinchus,NT,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",63114,Chimaera monstrosa,NT,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",63120,Raja asterias,NT,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",63141,Oxynotus centrina,VU,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",63153,Gymnura altavela,VU,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",132722,Epinephelus aeneus,NT,Marine Fish
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",161339,Raja radula,EN,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",161425,Raja undulata,EN,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",161463,Rhinoptera marginata,NT,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",161464,Leucoraja circularis,EN,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",161484,Scyliorhinus stellaris,NT,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",161691,Raja brachyura,NT,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",161696,Alopias superciliosus,VU,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",170244,Pagellus bogaraveo,NT,Marine Fish
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",170245,Dentex dentex,VU,Marine Fish
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",187654,Labrus viridis,VU,Marine Fish
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",91209505,Squalus acanthias,VU,"Sharks, Rays, Chimaeras"
9,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",110847130,Mobula mobular,EN,"Sharks, Rays, Chimaeras"
10,Gough and Inaccessible Islands,2475,Balaenoptera borealis,EN,Marine Mammals
10,Gough and Inaccessible Islands,2477,Balaenoptera musculus,EN,Marine Mammals
10,Gough and Inaccessible Islands,2478,Balaenoptera physalus,VU,Marine Mammals
10,Gough and Inaccessible Islands,2480,Balaenoptera bonaerensis,NT,Marine Mammals
10,Gough and Inaccessible Islands,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras"
10,Gough and Inaccessible Islands,3897,Caretta caretta,VU,Reptiles
10,Gough and Inaccessible Islands,4292,Cetorhinus maximus,EN,"Sharks, Rays, Chimaeras"
10,Gough and Inaccessible Islands,6494,Dermochelys coriacea,VU,Reptiles
10,Gough and Inaccessible Islands,8005,Eretmochelys imbricata,CR,Reptiles
10,Gough and Inaccessible Islands,10030,Hexanchus griseus,NT,"Sharks, Rays, Chimaeras"
10,Gough and Inaccessible Islands,11200,Lamna nasus,VU,"Sharks, Rays, Chimaeras"
10,Gough and Inaccessible Islands,21858,Thunnus maccoyii,CR,Marine Fish
10,Gough and Inaccessible Islands,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras"
10,Gough and Inaccessible Islands,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras"
10,Gough and Inaccessible Islands,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras"
10,Gough and Inaccessible Islands,41755,Physeter macrocephalus,VU,Marine Mammals
10,Gough and Inaccessible Islands,60200,Mobula thurstoni,EN,"Sharks, Rays, Chimaeras"
10,Gough and Inaccessible Islands,170322,Kajikia albida,VU,Marine Fish
12,St Kilda,2475,Balaenoptera borealis,EN,Marine Mammals
12,St Kilda,2477,Balaenoptera musculus,EN,Marine Mammals
12,St Kilda,2478,Balaenoptera physalus,VU,Marine Mammals
12,St Kilda,4292,Cetorhinus maximus,EN,"Sharks, Rays, Chimaeras"
12,St Kilda,6494,Dermochelys coriacea,VU,Reptiles
12,St Kilda,11200,Lamna nasus,VU,"Sharks, Rays, Chimaeras"
12,St Kilda,18596,Pseudorca crassidens,NT,Marine Mammals
12,St Kilda,21860,Thunnus thynnus,EN,Marine Fish
12,St Kilda,39332,Squatina squatina,CR,"Sharks, Rays, Chimaeras"
12,St Kilda,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras"
12,St Kilda,39352,Galeorhinus galeus,VU,"Sharks, Rays, Chimaeras"
12,St Kilda,39358,Mustelus mustelus,VU,"Sharks, Rays, Chimaeras"
12,St Kilda,39381,Prionace glauca,NT,"Sharks, Rays, Chimaeras"
12,St Kilda,39397,Dipturus batis,CR,"Sharks, Rays, Chimaeras"
12,St Kilda,39399,Raja clavata,NT,"Sharks, Rays, Chimaeras"
12,St Kilda,41712,Eubalaena glacialis,EN,Marine Mammals
12,St Kilda,41747,Centroscymnus coelolepis,NT,"Sharks, Rays, Chimaeras"
12,St Kilda,41755,Physeter macrocephalus,VU,Marine Mammals
12,St Kilda,41871,Centrophorus squamosus,VU,"Sharks, Rays, Chimaeras"
12,St Kilda,60213,Somniosus microcephalus,NT,"Sharks, Rays, Chimaeras"
12,St Kilda,63100,Dipturus oxyrinchus,NT,"Sharks, Rays, Chimaeras"
12,St Kilda,63104,Hydrolagus mirabilis,NT,"Sharks, Rays, Chimaeras"
12,St Kilda,63114,Chimaera monstrosa,NT,"Sharks, Rays, Chimaeras"
12,St Kilda,63141,Oxynotus centrina,VU,"Sharks, Rays, Chimaeras"
12,St Kilda,161461,Leucoraja fullonica,VU,"Sharks, Rays, Chimaeras"
12,St Kilda,161464,Leucoraja circularis,EN,"Sharks, Rays, Chimaeras"
12,St Kilda,161484,Scyliorhinus stellaris,NT,"Sharks, Rays, Chimaeras"
12,St Kilda,161542,Amblyraja radiata,VU,"Sharks, Rays, Chimaeras"
12,St Kilda,161691,Raja brachyura,NT,"Sharks, Rays, Chimaeras"
12,St Kilda,161729,Dipturus nidarosiensis,NT,"Sharks, Rays, Chimaeras"
12,St Kilda,170244,Pagellus bogaraveo,NT,Marine Fish
12,St Kilda,91209505,Squalus acanthias,VU,"Sharks, Rays, Chimaeras"
13,Surtsey,2475,Balaenoptera borealis,EN,Marine Mammals
13,Surtsey,2477,Balaenoptera musculus,EN,Marine Mammals
13,Surtsey,2478,Balaenoptera physalus,VU,Marine Mammals
13,Surtsey,4292,Cetorhinus maximus,EN,"Sharks, Rays, Chimaeras"
13,Surtsey,6204,Cystophora cristata,VU,Marine Mammals
13,Surtsey,11200,Lamna nasus,VU,"Sharks, Rays, Chimaeras"
13,Surtsey,39352,Galeorhinus galeus,VU,"Sharks, Rays, Chimaeras"
13,Surtsey,39378,Galeocerdo cuvier,NT,"Sharks, Rays, Chimaeras"
13,Surtsey,39397,Dipturus batis,CR,"Sharks, Rays, Chimaeras"
13,Surtsey,39399,Raja clavata,NT,"Sharks, Rays, Chimaeras"
13,Surtsey,41712,Eubalaena glacialis,EN,Marine Mammals
13,Surtsey,41747,Centroscymnus coelolepis,NT,"Sharks, Rays, Chimaeras"
13,Surtsey,41755,Physeter macrocephalus,VU,Marine Mammals
13,Surtsey,41871,Centrophorus squamosus,VU,"Sharks, Rays, Chimaeras"
13,Surtsey,60213,Somniosus microcephalus,NT,"Sharks, Rays, Chimaeras"
13,Surtsey,63114,Chimaera monstrosa,NT,"Sharks, Rays, Chimaeras"
13,Surtsey,161461,Leucoraja fullonica,VU,"Sharks, Rays, Chimaeras"
13,Surtsey,161464,Leucoraja circularis,EN,"Sharks, Rays, Chimaeras"
13,Surtsey,161542,Amblyraja radiata,VU,"Sharks, Rays, Chimaeras"
13,Surtsey,161729,Dipturus nidarosiensis,NT,"Sharks, Rays, Chimaeras"
13,Surtsey,91209505,Squalus acanthias,VU,"Sharks, Rays, Chimaeras"
14,Ogasawara Islands,2475,Balaenoptera borealis,EN,Marine Mammals
14,Ogasawara Islands,2477,Balaenoptera musculus,EN,Marine Mammals
14,Ogasawara Islands,2478,Balaenoptera physalus,VU,Marine Mammals
14,Ogasawara Islands,3855,Carcharodon carcharias,VU,"Sharks, Rays, Chimaeras"
14,Ogasawara Islands,3897,Caretta caretta,VU,Reptiles
14,Ogasawara Islands,4292,Cetorhinus maximus,EN,"Sharks, Rays, Chimaeras"
14,Ogasawara Islands,4615,Chelonia mydas,EN,Reptiles
14,Ogasawara Islands,6494,Dermochelys coriacea,VU,Reptiles
14,Ogasawara Islands,8005,Eretmochelys imbricata,CR,Reptiles
14,Ogasawara Islands,18596,Pseudorca crassidens,NT,Marine Mammals
14,Ogasawara Islands,19488,Rhincodon typus,EN,"Sharks, Rays, Chimaeras"
14,Ogasawara Islands,21856,Thunnus alalunga,NT,Marine Fish
14,Ogasawara Islands,21857,Thunnus albacares,NT,Marine Fish
14,Ogasawara Islands,21859,Thunnus obesus,VU,Marine Fish
14,Ogasawara Islands,39339,Alopias vulpinus,VU,"Sharks, Rays, Chimaeras"
14,Ogasawara Islands,39341,Isurus oxyrinchus,EN,"Sharks, Rays, Chimaeras"
14,Ogasawara Islands,39374,Carcharhinus longimanus,CR,"Sharks, Rays, Chimaeras"
